div,year,intsq,ton,n_samples
IV,1979,52F3,0,0
IV,1980,31F1,0,0
IV,1980,31F2,0,0
IV,1980,31F3,0,0
IV,1980,32F0,0,0
IV,1980,32F1,0,0
IV,1980,32F2,0,0
IV,1980,32F3,0,0
IV,1980,33F1,0,0
IV,1980,33F2,0,0
IV,1980,33F3,608.8437228,0
IV,1980,33F4,229.41837564,0
IV,1980,33F5,0,0
IV,1980,34F0,0,0
IV,1980,34F1,519.99661846,0
IV,1980,34F2,4161.6947908,0
IV,1980,34F3,0,0
IV,1980,34F4,309.93175934,0
IV,1980,34F5,0,0
IV,1980,35F0,0,1
IV,1980,35F1,17.218431075,10
IV,1980,35F2,3784.6111502,10
IV,1980,35F3,542.38057885,3
IV,1980,35F4,458.01026659,0
IV,1980,35F5,361.58705257,0
IV,1980,35F6,0,0
IV,1980,35F7,0,0
IV,1980,36E9,0,0
IV,1980,36F0,103.31058645,0
IV,1980,36F1,2710.1810512,0
IV,1980,36F2,2965.530384,9
IV,1980,36F3,3047.6623002,4
IV,1980,36F4,2992.5633208,0
IV,1980,36F5,1064.0990404,0
IV,1980,36F6,584.56573499,0
IV,1980,36F7,3576.2681342,0
IV,1980,36F8,3022.0378311,0
IV,1980,36F9,0,0
IV,1980,37E9,0,0
IV,1980,37F0,241.05803505,0
IV,1980,37F1,3024.3600235,0
IV,1980,37F2,3537.1822957,4
IV,1980,37F3,6872.4497896,3
IV,1980,37F4,6145.9467878,4
IV,1980,37F5,3033.0266338,0
IV,1980,37F6,5675.4818561,0
IV,1980,37F7,10111.865967,1
IV,1980,37F8,12766.031773,0
IV,1980,38E8,0,0
IV,1980,38E9,0,0
IV,1980,38F0,556.15532371,0
IV,1980,38F1,1738.7745647,0
IV,1980,38F2,3363.9074843,0
IV,1980,38F3,7873.5785678,4
IV,1980,38F4,7385.7410591,8
IV,1980,38F5,3858.5766106,1
IV,1980,38F6,4280.6987472,1
IV,1980,38F7,5985.8284976,0
IV,1980,38F8,2760.9754228,0
IV,1980,39E8,0,0
IV,1980,39E9,0,0
IV,1980,39F0,1394.6929171,0
IV,1980,39F1,2653.2454391,0
IV,1980,39F2,4270.6300647,0
IV,1980,39F3,5640.8642004,0
IV,1980,39F4,13337.425408,2
IV,1980,39F5,8380.7843518,1
IV,1980,39F6,5437.1648313,0
IV,1980,39F7,17042.633353,0
IV,1980,39F8,2062.5097663,0
IV,1980,40E7,0,0
IV,1980,40E8,0,0
IV,1980,40E9,0,0
IV,1980,40F0,922.90790561,0
IV,1980,40F1,1472.1758569,0
IV,1980,40F2,2512.857831,0
IV,1980,40F3,3729.2825917,0
IV,1980,40F4,6543.8155344,0
IV,1980,40F5,13125.361571,0
IV,1980,40F6,4685.710683,0
IV,1980,40F7,5265.9954241,0
IV,1980,40F8,339.77703987,0
IV,1980,41E6,0,0
IV,1980,41E7,0,0
IV,1980,41E8,0,0
IV,1980,41E9,0,0
IV,1980,41F0,439.06999241,0
IV,1980,41F1,1050.3242956,0
IV,1980,41F2,1658.1349125,0
IV,1980,41F3,1617.3272308,0
IV,1980,41F4,3665.7752784,0
IV,1980,41F5,7379.7093607,0
IV,1980,41F6,9200.0619001,0
IV,1980,41F7,1935.8406562,0
IV,1980,41F8,82.648469159,0
IV,1980,41G0,5011.8281775,0
IV,1980,41G1,11115.707632,0
IV,1980,41G2,2564.7584869,0
IV,1980,42E7,0,0
IV,1980,42E8,0,0
IV,1980,42E9,0,0
IV,1980,42F0,447.67920794,0
IV,1980,42F1,309.93175934,0
IV,1980,42F2,645.6911653,0
IV,1980,42F3,251.38909369,0
IV,1980,42F4,2472.5667023,0
IV,1980,42F5,1420.4057741,0
IV,1980,42F6,4168.4719652,0
IV,1980,42F7,2652.1979845,0
IV,1980,42F8,678.40618434,0
IV,1980,42G0,2369.6555835,0
IV,1980,42G1,7299.864872,0
IV,1980,42G2,1051.0675578,0
IV,1980,43E7,0,0
IV,1980,43E8,0,0
IV,1980,43E9,0,0
IV,1980,43F0,0,0
IV,1980,43F1,35.814336635,0
IV,1980,43F2,244.50172126,0
IV,1980,43F3,838.53759334,0
IV,1980,43F4,0,0
IV,1980,43F5,0,0
IV,1980,43F6,523.44030467,0
IV,1980,43F7,3361.1754932,0
IV,1980,43F8,10515.832088,0
IV,1980,43F9,1234.8554513,0
IV,1980,43G0,13175.37193,0
IV,1980,43G1,10986.862769,2
IV,1980,43G2,111.91980199,0
IV,1980,44E6,0,0
IV,1980,44E7,0,0
IV,1980,44E8,0,0
IV,1980,44E9,0,0
IV,1980,44F0,543.62030589,0
IV,1980,44F1,504.50003049,0
IV,1980,44F2,0,0
IV,1980,44F3,0,0
IV,1980,44F4,0,0
IV,1980,44F5,189.40274182,0
IV,1980,44F8,1444.7555054,0
IV,1980,44F9,11748.732428,0
IV,1980,44G0,30693.008173,14
IV,1980,44G1,15443.118934,17
IV,1980,45E6,0,0
IV,1980,45E7,0,0
IV,1980,45E8,0,0
IV,1980,45E9,0,0
IV,1980,45F0,2873.9225912,0
IV,1980,45F1,619.86351869,0
IV,1980,45F2,0,0
IV,1980,45F3,0,0
IV,1980,45F4,65.430038084,0
IV,1980,45F9,340.92493528,0
IV,1980,45G0,1217.2280005,0
IV,1980,45G1,965.38003559,0
IV,1980,46E6,0,0
IV,1980,46E7,0,0
IV,1980,46E8,0,0
IV,1980,46E9,0,0
IV,1980,46F0,1310.8965525,0
IV,1980,46F1,592.31402897,0
IV,1980,46F2,0,0
IV,1980,46F3,0,0
IV,1980,46G1,0,0
IV,1980,47E6,0,0
IV,1980,47E7,0,0
IV,1980,47E8,0,0
IV,1980,47E9,0,0
IV,1980,47F0,1379.1963291,0
IV,1980,47F1,783.4386139,0
IV,1980,47F2,0,0
IV,1980,47F3,0,0
IV,1980,48E6,0,0
IV,1980,48E7,0,0
IV,1980,48E8,0,0
IV,1980,48E9,0,0
IV,1980,48F0,1181.1843717,0
IV,1980,48F1,0,0
IV,1980,48F2,0,0
IV,1980,48F3,0,0
IV,1980,49E6,0,0
IV,1980,49E7,0,0
IV,1980,49E8,0,0
IV,1980,49E9,0,0
IV,1980,49F0,3279.537172,0
IV,1980,49F1,1739.0615385,0
IV,1980,49F2,0,0
IV,1980,49F3,137.7474486,0
IV,1980,50E6,0,0
IV,1980,50E7,0,0
IV,1980,50E8,0,0
IV,1980,50E9,0,0
IV,1980,50F0,588.87034276,0
IV,1980,50F1,51.655293224,0
IV,1980,50F2,0,0
IV,1980,50F3,0,0
IV,1980,51E6,0,0
IV,1980,51E7,0,0
IV,1980,51E8,0,0
IV,1980,51E9,0,0
IV,1980,51F0,0,0
IV,1980,51F1,0,0
IV,1980,51F2,0,0
IV,1980,51F3,0,0
IV,1980,52E6,0,0
IV,1980,52E7,0,0
IV,1980,52E8,0,0
IV,1980,52E9,0,0
IV,1980,52F0,0,0
IV,1980,52F1,0,0
IV,1980,52F2,0,0
IV,1980,52F3,0,0
IV,1981,31F1,0,0
IV,1981,31F2,0,0
IV,1981,31F3,0,0
IV,1981,32F0,0,0
IV,1981,32F1,0,0
IV,1981,32F2,0,0
IV,1981,32F3,0,0
IV,1981,33F1,0,0
IV,1981,33F2,0,0
IV,1981,33F3,426.62410628,0
IV,1981,33F4,160.75621018,0
IV,1981,33F5,0,0
IV,1981,34F0,0,0
IV,1981,34F1,364.36787358,0
IV,1981,34F2,2916.1495047,0
IV,1981,34F3,0,0
IV,1981,34F4,217.17290478,0
IV,1981,34F5,0,0
IV,1981,35F0,0,0
IV,1981,35F1,12.065161377,0
IV,1981,35F2,2651.9224706,0
IV,1981,35F3,380.05258337,3
IV,1981,35F4,320.93329262,2
IV,1981,35F5,253.36838891,0
IV,1981,35F6,0,0
IV,1981,35F7,0,0
IV,1981,36E9,0,0
IV,1981,36F0,72.39096826,0
IV,1981,36F1,1899.0564007,0
IV,1981,36F2,2077.9827439,6
IV,1981,36F3,2135.5335637,2
IV,1981,36F4,2096.9250473,2
IV,1981,36F5,745.62697308,0
IV,1981,36F6,409.61222874,0
IV,1981,36F7,2505.9340179,0
IV,1981,36F8,2117.5781905,0
IV,1981,36F9,0,0
IV,1981,37E9,0,0
IV,1981,37F0,168.91225927,0
IV,1981,37F1,2119.2053786,6
IV,1981,37F2,2478.5461016,11
IV,1981,37F3,4815.6080775,4
IV,1981,37F4,4306.5387018,1
IV,1981,37F5,2125.2781765,1
IV,1981,37F6,3976.8782758,0
IV,1981,37F7,7085.5058854,10
IV,1981,37F8,8945.3117307,2
IV,1981,38E8,0,0
IV,1981,38E9,0,0
IV,1981,38F0,389.70471247,0
IV,1981,38F1,1218.380213,0
IV,1981,38F2,2357.130361,0
IV,1981,38F3,5517.1110318,1
IV,1981,38F4,5175.2774325,4
IV,1981,38F5,2703.7509567,6
IV,1981,38F6,2999.5370058,5
IV,1981,38F7,4194.3418935,1
IV,1981,38F8,1934.6486268,0
IV,1981,39E8,0,0
IV,1981,39E9,0,0
IV,1981,39F0,977.27807151,0
IV,1981,39F1,1859.1609337,0
IV,1981,39F2,2992.4817591,0
IV,1981,39F3,3952.6212688,0
IV,1981,39F4,9345.694111,1
IV,1981,39F5,5872.5162141,3
IV,1981,39F6,3809.8866753,5
IV,1981,39F7,11941.977803,2
IV,1981,39F8,1445.2253555,1
IV,1981,40E7,0,0
IV,1981,40E8,0,0
IV,1981,40E9,0,0
IV,1981,40F0,646.69264979,0
IV,1981,40F1,1031.5712977,0
IV,1981,40F2,1760.7896513,0
IV,1981,40F3,2613.1530854,0
IV,1981,40F4,4585.3301093,5
IV,1981,40F5,9197.0984344,0
IV,1981,40F6,3283.3337317,0
IV,1981,40F7,3689.9462166,2
IV,1981,40F8,238.08585117,1
IV,1981,41E6,0,0
IV,1981,41E7,0,0
IV,1981,41E8,0,0
IV,1981,41E9,0,0
IV,1981,41F0,307.66161511,0
IV,1981,41F1,735.97484398,0
IV,1981,41F2,1161.8750406,0
IV,1981,41F3,1133.2806081,1
IV,1981,41F4,2568.6527485,0
IV,1981,41F5,5171.050949,1
IV,1981,41F6,6446.5938283,3
IV,1981,41F7,1356.4667893,2
IV,1981,41F8,57.912774608,1
IV,1981,41G0,3511.8481754,2
IV,1981,41G1,7788.909792,3
IV,1981,41G2,1797.157064,0
IV,1981,42E7,0,0
IV,1981,42E8,0,0
IV,1981,42E9,0,0
IV,1981,42F0,313.69419579,0
IV,1981,42F1,217.17290478,0
IV,1981,42F2,452.44355163,0
IV,1981,42F3,176.1513561,0
IV,1981,42F4,1732.5571737,0
IV,1981,42F5,995.29537917,0
IV,1981,42F6,2920.8983523,0
IV,1981,42F7,1858.4269698,4
IV,1981,42F8,475.36735824,5
IV,1981,42G0,1660.4461172,0
IV,1981,42G1,5115.1029572,1
IV,1981,42G2,736.49565678,0
IV,1981,43E7,0,0
IV,1981,43E8,0,0
IV,1981,43E9,0,0
IV,1981,43F0,0,0
IV,1981,43F1,25.095535664,0
IV,1981,43F2,171.32529155,0
IV,1981,43F3,587.57335904,0
IV,1981,43F4,0,0
IV,1981,43F5,0,0
IV,1981,43F6,366.78090585,0
IV,1981,43F7,2355.216022,0
IV,1981,43F8,7368.5697963,9
IV,1981,43F9,865.27804025,1
IV,1981,43G0,9232.1412935,0
IV,1981,43G1,7698.6266491,1
IV,1981,43G2,78.423548948,0
IV,1981,44E6,0,0
IV,1981,44E7,0,0
IV,1981,44E8,0,0
IV,1981,44E9,0,0
IV,1981,44F0,380.92127498,0
IV,1981,44F1,353.50922834,0
IV,1981,44F2,0,0
IV,1981,44F3,0,0
IV,1981,44F4,0,0
IV,1981,44F5,132.71677514,0
IV,1981,44F8,1012.3575282,1
IV,1981,44F9,8232.4778662,10
IV,1981,44G0,21506.959324,25
IV,1981,44G1,10821.178845,12
IV,1981,45E6,0,0
IV,1981,45E7,0,0
IV,1981,45E8,0,0
IV,1981,45E9,0,0
IV,1981,45F0,2013.7920637,0
IV,1981,45F1,434.34580956,0
IV,1981,45F2,0,0
IV,1981,45F3,0,0
IV,1981,45F4,45.847613231,0
IV,1981,45F9,238.89019526,0
IV,1981,45G0,852.92627384,0
IV,1981,45G1,676.45338119,0
IV,1981,46E6,0,0
IV,1981,46E7,0,0
IV,1981,46E8,0,0
IV,1981,46E9,0,0
IV,1981,46F0,918.56095281,1
IV,1981,46F1,415.04155136,0
IV,1981,46F2,0,0
IV,1981,46F3,0,0
IV,1981,46G1,0,0
IV,1981,47E6,0,0
IV,1981,47E7,0,0
IV,1981,47E8,0,0
IV,1981,47E9,0,0
IV,1981,47F0,966.41942627,0
IV,1981,47F1,548.96484264,0
IV,1981,47F2,0,0
IV,1981,47F3,0,0
IV,1981,48E6,0,0
IV,1981,48E7,0,0
IV,1981,48E8,0,0
IV,1981,48E9,0,0
IV,1981,48F0,827.67007044,0
IV,1981,48F1,0,0
IV,1981,48F2,0,0
IV,1981,48F3,0,0
IV,1981,49E6,0,0
IV,1981,49E7,0,0
IV,1981,49E8,0,0
IV,1981,49E9,0,0
IV,1981,49F0,2298.0110702,0
IV,1981,49F1,1218.581299,0
IV,1981,49F2,0,0
IV,1981,49F3,96.521291014,0
IV,1981,50E6,0,0
IV,1981,50E7,0,0
IV,1981,50E8,0,0
IV,1981,50E9,0,0
IV,1981,50F0,412.62851908,0
IV,1981,50F1,36.19548413,0
IV,1981,50F2,0,0
IV,1981,50F3,0,0
IV,1981,51E6,0,0
IV,1981,51E7,0,0
IV,1981,51E8,0,0
IV,1981,51E9,0,0
IV,1981,51F0,0,0
IV,1981,51F1,0,0
IV,1981,51F2,0,0
IV,1981,51F3,0,0
IV,1981,52E6,0,0
IV,1981,52E7,0,0
IV,1981,52E8,0,0
IV,1981,52E9,0,0
IV,1981,52F0,0,0
IV,1981,52F1,0,0
IV,1981,52F2,0,0
IV,1981,52F3,0,0
IV,1982,31F1,0,0
IV,1982,31F2,0,0
IV,1982,31F3,0,0
IV,1982,32F0,0,0
IV,1982,32F1,0,0
IV,1982,32F2,0,0
IV,1982,32F3,0,0
IV,1982,33F1,0,0
IV,1982,33F2,0,0
IV,1982,33F3,711.02457693,0
IV,1982,33F4,267.92113866,0
IV,1982,33F5,0,0
IV,1982,34F0,0,0
IV,1982,34F1,0,0
IV,1982,34F2,4946.6076337,0
IV,1982,34F3,0,0
IV,1982,34F4,0,0
IV,1982,34F5,0,0
IV,1982,35F0,0,0
IV,1982,35F1,0,1
IV,1982,35F2,3096.6568113,0
IV,1982,35F3,361.94690002,0
IV,1982,35F4,0,0
IV,1982,35F5,422.27138336,0
IV,1982,35F6,0,0
IV,1982,35F7,0,0
IV,1982,36E9,0,0
IV,1982,36F0,120.64896667,0
IV,1982,36F1,0,0
IV,1982,36F2,5340.7275915,4
IV,1982,36F3,3631.5338969,3
IV,1982,36F4,201.08161112,0
IV,1982,36F5,462.48770559,0
IV,1982,36F6,42.227138336,0
IV,1982,36F7,0,0
IV,1982,36F8,0,0
IV,1982,36F9,0,0
IV,1982,37E9,0,0
IV,1982,37F0,0,0
IV,1982,37F1,0,0
IV,1982,37F2,3844.6804047,2
IV,1982,37F3,3345.9980091,6
IV,1982,37F4,3957.2861069,5
IV,1982,37F5,361.94690002,2
IV,1982,37F6,0,0
IV,1982,37F7,213.14650779,3
IV,1982,37F8,24.129793335,0
IV,1982,38E8,0,0
IV,1982,38E9,0,0
IV,1982,38F0,0,0
IV,1982,38F1,844.54276672,0
IV,1982,38F2,0,0
IV,1982,38F3,1548.3284057,1
IV,1982,38F4,1677.0206368,3
IV,1982,38F5,748.02359338,0
IV,1982,38F6,1683.0530851,5
IV,1982,38F7,321.7305778,4
IV,1982,38F8,0,2
IV,1982,39E8,0,0
IV,1982,39E9,0,0
IV,1982,39F0,0,0
IV,1982,39F1,776.17501894,0
IV,1982,39F2,0,0
IV,1982,39F3,3808.4857147,0
IV,1982,39F4,1311.0521045,0
IV,1982,39F5,7198.7216782,4
IV,1982,39F6,2008.8052951,2
IV,1982,39F7,2449.1740235,5
IV,1982,39F8,1954.5132601,1
IV,1982,40E7,0,0
IV,1982,40E8,0,0
IV,1982,40E9,0,0
IV,1982,40F0,402.16322225,0
IV,1982,40F1,2521.5634035,0
IV,1982,40F2,0,0
IV,1982,40F3,1347.2467945,0
IV,1982,40F4,8525.8603117,1
IV,1982,40F5,7757.7285572,0
IV,1982,40F6,4327.2762714,1
IV,1982,40F7,4592.5230246,9
IV,1982,40F8,120.64896667,0
IV,1982,41E6,0,0
IV,1982,41E7,0,0
IV,1982,41E8,0,0
IV,1982,41E9,0,0
IV,1982,41F0,0,0
IV,1982,41F1,442.37954447,0
IV,1982,41F2,0,0
IV,1982,41F3,1970.599789,0
IV,1982,41F4,1118.0137578,0
IV,1982,41F5,6322.2391084,4
IV,1982,41F6,25727.185654,0
IV,1982,41F7,2281.492068,0
IV,1982,41F8,0,0
IV,1982,41G0,1937.4213232,0
IV,1982,41G1,8945.3969851,3
IV,1982,41G2,4571.851835,0
IV,1982,42E7,0,0
IV,1982,42E8,0,0
IV,1982,42E9,0,0
IV,1982,42F0,40.216322225,0
IV,1982,42F1,0,0
IV,1982,42F2,502.70402781,0
IV,1982,42F3,0,0
IV,1982,42F4,0,0
IV,1982,42F5,430.31464781,0
IV,1982,42F6,1520.1769801,0
IV,1982,42F7,374.61504152,0
IV,1982,42F8,257.38446224,1
IV,1982,42G0,198.26646857,0
IV,1982,42G1,5296.0070411,1
IV,1982,42G2,344.45279986,0
IV,1982,43E7,0,0
IV,1982,43E8,0,0
IV,1982,43E9,0,0
IV,1982,43F0,0,0
IV,1982,43F1,0,0
IV,1982,43F2,88.475908895,0
IV,1982,43F3,0,0
IV,1982,43F4,0,0
IV,1982,43F5,0,0
IV,1982,43F6,0,0
IV,1982,43F7,410.00540508,1
IV,1982,43F8,739.98032894,2
IV,1982,43F9,614.90756682,0
IV,1982,43G0,6881.0127327,0
IV,1982,43G1,6967.8799887,0
IV,1982,43G2,120.64896667,0
IV,1982,44E6,0,0
IV,1982,44E7,0,0
IV,1982,44E8,0,0
IV,1982,44E9,0,0
IV,1982,44F0,0,0
IV,1982,44F1,603.24483337,0
IV,1982,44F2,0,0
IV,1982,44F3,0,0
IV,1982,44F4,0,0
IV,1982,44F5,0,0
IV,1982,44F8,381.95452033,0
IV,1982,44F9,11879.097259,7
IV,1982,44G0,5341.6686534,24
IV,1982,44G1,7301.3738407,11
IV,1982,45E6,0,0
IV,1982,45E7,0,0
IV,1982,45E8,0,0
IV,1982,45E9,0,0
IV,1982,45F0,40.216322225,0
IV,1982,45F1,0,0
IV,1982,45F2,0,0
IV,1982,45F3,0,0
IV,1982,45F4,0,0
IV,1982,45F9,442.37954447,0
IV,1982,45G0,70.941592405,0
IV,1982,45G1,0,0
IV,1982,46E6,0,0
IV,1982,46E7,0,0
IV,1982,46E8,0,0
IV,1982,46E9,0,0
IV,1982,46F0,0,0
IV,1982,46F1,0,0
IV,1982,46F2,0,0
IV,1982,46F3,0,0
IV,1982,46G1,0,0
IV,1982,47E6,0,0
IV,1982,47E7,0,0
IV,1982,47E8,0,0
IV,1982,47E9,0,0
IV,1982,47F0,0,0
IV,1982,47F1,0,0
IV,1982,47F2,0,0
IV,1982,47F3,0,0
IV,1982,48E6,0,0
IV,1982,48E7,0,0
IV,1982,48E8,0,0
IV,1982,48E9,0,0
IV,1982,48F0,0,0
IV,1982,48F1,0,0
IV,1982,48F2,0,0
IV,1982,48F3,0,0
IV,1982,49E6,0,0
IV,1982,49E7,0,0
IV,1982,49E8,0,0
IV,1982,49E9,0,0
IV,1982,49F0,591.1799367,0
IV,1982,49F1,0,0
IV,1982,49F2,0,0
IV,1982,49F3,0,0
IV,1982,50E6,0,0
IV,1982,50E7,0,0
IV,1982,50E8,0,0
IV,1982,50E9,0,0
IV,1982,50F0,1367.3549556,0
IV,1982,50F1,0,0
IV,1982,50F2,0,0
IV,1982,50F3,0,0
IV,1982,51E6,0,0
IV,1982,51E7,0,0
IV,1982,51E8,0,0
IV,1982,51E9,0,0
IV,1982,51F0,0,0
IV,1982,51F1,0,0
IV,1982,51F2,0,0
IV,1982,51F3,0,0
IV,1982,52E6,0,0
IV,1982,52E7,0,0
IV,1982,52E8,0,0
IV,1982,52E9,0,0
IV,1982,52F0,0,0
IV,1982,52F1,0,0
IV,1982,52F2,0,0
IV,1982,52F3,0,0
IV,1983,31F1,0,0
IV,1983,31F2,0,0
IV,1983,31F3,0,0
IV,1983,32F0,0,0
IV,1983,32F1,0,0
IV,1983,32F2,0,0
IV,1983,32F3,0,0
IV,1983,33F1,0,0
IV,1983,33F2,0,0
IV,1983,33F3,0,0
IV,1983,33F4,0,0
IV,1983,33F5,0,0
IV,1983,34F0,0,0
IV,1983,34F1,181.53128725,0
IV,1983,34F2,0,0
IV,1983,34F3,0,0
IV,1983,34F4,108.91877235,0
IV,1983,34F5,0,0
IV,1983,35F0,0,0
IV,1983,35F1,0,0
IV,1983,35F2,1539.3853159,1
IV,1983,35F3,0,0
IV,1983,35F4,0,0
IV,1983,35F5,0,0
IV,1983,35F6,0,0
IV,1983,35F7,0,0
IV,1983,36E9,0,0
IV,1983,36F0,0,0
IV,1983,36F1,767.27224077,0
IV,1983,36F2,1593.844702,5
IV,1983,36F3,962.11582242,2
IV,1983,36F4,586.95116211,0
IV,1983,36F5,6.0510429083,0
IV,1983,36F6,0,0
IV,1983,36F7,183.95170441,0
IV,1983,36F8,133.12294398,0
IV,1983,36F9,0,0
IV,1983,37E9,0,0
IV,1983,37F0,0,0
IV,1983,37F1,1471.6136353,0
IV,1983,37F2,2425.2579977,8
IV,1983,37F3,3152.5933552,1
IV,1983,37F4,1657.9857569,0
IV,1983,37F5,387.26674613,0
IV,1983,37F6,0,0
IV,1983,37F7,1978.691031,1
IV,1983,37F8,1756.012652,0
IV,1983,38E8,0,0
IV,1983,38E9,0,0
IV,1983,38F0,0,0
IV,1983,38F1,511.91823004,0
IV,1983,38F2,1304.604851,0
IV,1983,38F3,1665.2470084,3
IV,1983,38F4,1869.7722587,1
IV,1983,38F5,942.75248512,0
IV,1983,38F6,343.69923719,0
IV,1983,38F7,4034.2545111,2
IV,1983,38F8,279.55818236,1
IV,1983,39E8,0,0
IV,1983,39E9,0,0
IV,1983,39F0,169.42920143,0
IV,1983,39F1,686.1882658,0
IV,1983,39F2,2022.25854,0
IV,1983,39F3,1279.1904708,4
IV,1983,39F4,5441.3398249,3
IV,1983,39F5,2633.4138737,0
IV,1983,39F6,1386.8990346,4
IV,1983,39F7,3214.0235428,0
IV,1983,39F8,315.86443981,0
IV,1983,40E7,0,0
IV,1983,40E8,0,0
IV,1983,40E9,0,0
IV,1983,40F0,12.102085817,0
IV,1983,40F1,338.85840287,0
IV,1983,40F2,190.00274732,0
IV,1983,40F3,596.63283076,0
IV,1983,40F4,3968.515981,0
IV,1983,40F5,3300.6018648,0
IV,1983,40F6,3432.2362522,0
IV,1983,40F7,2355.078002,0
IV,1983,40F8,0,0
IV,1983,41E6,0,0
IV,1983,41E7,0,0
IV,1983,41E8,0,0
IV,1983,41E9,0,0
IV,1983,41F0,60.510429083,0
IV,1983,41F1,18.153128725,0
IV,1983,41F2,205.73545888,0
IV,1983,41F3,30.255214542,0
IV,1983,41F4,3082.9458514,0
IV,1983,41F5,3439.4127891,0
IV,1983,41F6,5092.1341386,0
IV,1983,41F7,940.85487806,0
IV,1983,41F8,0,0
IV,1983,41G0,2029.5197914,2
IV,1983,41G1,3020.4809354,0
IV,1983,41G2,839.80609212,0
IV,1983,42E7,0,0
IV,1983,42E8,0,0
IV,1983,42E9,0,0
IV,1983,42F0,0,0
IV,1983,42F1,0,0
IV,1983,42F2,0,0
IV,1983,42F3,36.30625745,0
IV,1983,42F4,832.62350418,0
IV,1983,42F5,237.20088201,0
IV,1983,42F6,1574.4813647,0
IV,1983,42F7,1390.348129,1
IV,1983,42F8,0,1
IV,1983,42G0,392.71268475,0
IV,1983,42G1,1683.1580954,3
IV,1983,42G2,197.91751145,0
IV,1983,43E7,0,0
IV,1983,43E8,0,0
IV,1983,43E9,0,0
IV,1983,43F0,0,0
IV,1983,43F1,12.586169249,0
IV,1983,43F2,145.2250298,0
IV,1983,43F3,0,0
IV,1983,43F4,0,0
IV,1983,43F5,0,0
IV,1983,43F6,0,0
IV,1983,43F7,309.87390733,0
IV,1983,43F8,3746.2006645,0
IV,1983,43F9,187.0377363,1
IV,1983,43G0,4993.2843017,9
IV,1983,43G1,3186.5155018,4
IV,1983,43G2,0,0
IV,1983,44E6,0,0
IV,1983,44E7,0,0
IV,1983,44E8,0,0
IV,1983,44E9,0,0
IV,1983,44F0,0,0
IV,1983,44F1,0,0
IV,1983,44F2,0,0
IV,1983,44F3,0,0
IV,1983,44F4,0,0
IV,1983,44F5,0,0
IV,1983,44F8,117.08768028,0
IV,1983,44F9,4360.2314539,9
IV,1983,44G0,8474.8534965,13
IV,1983,44G1,2510.5135616,5
IV,1983,45E6,0,0
IV,1983,45E7,0,0
IV,1983,45E8,0,0
IV,1983,45E9,0,0
IV,1983,45F0,0,0
IV,1983,45F1,0,0
IV,1983,45F2,0,0
IV,1983,45F3,0,0
IV,1983,45F4,0,0
IV,1983,45F9,0,0
IV,1983,45G0,314.95920379,0
IV,1983,45G1,150.06586413,0
IV,1983,46E6,0,0
IV,1983,46E7,0,0
IV,1983,46E8,0,0
IV,1983,46E9,0,0
IV,1983,46F0,0,0
IV,1983,46F1,0,0
IV,1983,46F2,0,0
IV,1983,46F3,0,0
IV,1983,46G1,0,0
IV,1983,47E6,0,0
IV,1983,47E7,0,0
IV,1983,47E8,0,0
IV,1983,47E9,0,0
IV,1983,47F0,0,0
IV,1983,47F1,0,0
IV,1983,47F2,0,0
IV,1983,47F3,0,0
IV,1983,48E6,0,0
IV,1983,48E7,0,0
IV,1983,48E8,0,0
IV,1983,48E9,0,0
IV,1983,48F0,0,0
IV,1983,48F1,0,0
IV,1983,48F2,0,0
IV,1983,48F3,0,0
IV,1983,49E6,0,0
IV,1983,49E7,0,0
IV,1983,49E8,0,0
IV,1983,49E9,0,0
IV,1983,49F0,0,0
IV,1983,49F1,0,0
IV,1983,49F2,0,0
IV,1983,49F3,0,0
IV,1983,50E6,0,0
IV,1983,50E7,0,0
IV,1983,50E8,0,0
IV,1983,50E9,0,0
IV,1983,50F0,0,0
IV,1983,50F1,0,0
IV,1983,50F2,0,0
IV,1983,50F3,0,0
IV,1983,51E6,0,0
IV,1983,51E7,0,0
IV,1983,51E8,0,0
IV,1983,51E9,0,0
IV,1983,51F0,0,0
IV,1983,51F1,0,0
IV,1983,51F2,0,0
IV,1983,51F3,0,0
IV,1983,52E6,0,0
IV,1983,52E7,0,0
IV,1983,52E8,0,0
IV,1983,52E9,0,0
IV,1983,52F0,0,0
IV,1983,52F1,0,0
IV,1983,52F2,0,0
IV,1983,52F3,0,0
IV,1984,31F1,0,0
IV,1984,31F2,0,0
IV,1984,31F3,0,0
IV,1984,32F0,0,0
IV,1984,32F1,0,0
IV,1984,32F2,0,0
IV,1984,32F3,0,0
IV,1984,33F1,0,0
IV,1984,33F2,0,0
IV,1984,33F3,0,0
IV,1984,33F4,0,0
IV,1984,33F5,0,0
IV,1984,34F0,0,0
IV,1984,34F1,0,0
IV,1984,34F2,92.24606389,0
IV,1984,34F3,0,0
IV,1984,34F4,0,0
IV,1984,34F5,0,0
IV,1984,35F0,0,0
IV,1984,35F1,5.9900041487,0
IV,1984,35F2,365.39025307,0
IV,1984,35F3,209.65014521,0
IV,1984,35F4,119.80008297,0
IV,1984,35F5,0,0
IV,1984,35F6,0,0
IV,1984,35F7,0,0
IV,1984,36E9,0,0
IV,1984,36F0,0,0
IV,1984,36F1,832.61057667,0
IV,1984,36F2,281.53019499,5
IV,1984,36F3,227.62015765,0
IV,1984,36F4,204.85814189,0
