div,year,intsq,ton,n_samples
IV,1999,37F6,6117.8342435,0
IV,1999,37F7,10938.075422,1
IV,1999,37F8,2763.8641289,1
IV,1999,38E8,0,0
IV,1999,38E9,0,0
IV,1999,38F0,26.088912879,0
IV,1999,38F1,268.0860996,0
IV,1999,38F2,1681.9949513,0
IV,1999,38F3,3857.7686296,0
IV,1999,38F4,6017.466319,0
IV,1999,38F5,9985.2128812,0
IV,1999,38F6,9636.2994476,2
IV,1999,38F7,4861.8602804,0
IV,1999,38F8,558.94306867,0
IV,1999,39E8,0,0
IV,1999,39E9,7.3636967328,0
IV,1999,39F0,2.7417552675,0
IV,1999,39F1,167.33766318,0
IV,1999,39F2,1156.3135799,0
IV,1999,39F3,4371.6163143,1
IV,1999,39F4,2146.4788587,0
IV,1999,39F5,17740.130419,0
IV,1999,39F6,13630.880891,2
IV,1999,39F7,16880.711303,14
IV,1999,39F8,2411.8216893,0
IV,1999,40E7,0,0
IV,1999,40E8,0.5818833403,0
IV,1999,40E9,3.4201800681,0
IV,1999,40F0,1.449562406,0
IV,1999,40F1,3.4794460125,0
IV,1999,40F2,1.1005530119,0
IV,1999,40F3,398.38778026,0
IV,1999,40F4,1756.848476,0
IV,1999,40F5,2924.5918167,0
IV,1999,40F6,5066.3951922,0
IV,1999,40F7,127.73523328,1
IV,1999,40F8,0,0
IV,1999,41E6,0,0
IV,1999,41E7,0,0
IV,1999,41E8,5.2472554935,0
IV,1999,41E9,0.6470238273,0
IV,1999,41F0,0,0
IV,1999,41F1,0,0
IV,1999,41F2,0,0
IV,1999,41F3,21.008075832,0
IV,1999,41F4,12.323293536,0
IV,1999,41F5,2151.6870819,0
IV,1999,41F6,3239.6155031,1
IV,1999,41F7,192.62191291,0
IV,1999,41F8,18.637227933,0
IV,1999,41G0,0,0
IV,1999,41G1,1143.4668624,2
IV,1999,41G2,105.30073355,1
IV,1999,42E7,0,0
IV,1999,42E8,1.7059100082,0
IV,1999,42E9,0,0
IV,1999,42F0,0,0
IV,1999,42F1,0,0
IV,1999,42F2,0,0
IV,1999,42F3,0.6403956474,0
IV,1999,42F4,25.795052907,0
IV,1999,42F5,452.42106541,0
IV,1999,42F6,741.74787922,0
IV,1999,42F7,420.9952617,0
IV,1999,42F8,198.74403714,0
IV,1999,42G0,632.12985744,1
IV,1999,42G1,1301.1562224,4
IV,1999,42G2,59.89052955,0
IV,1999,43E7,0,0
IV,1999,43E8,0,0
IV,1999,43E9,2.9636795258,0
IV,1999,43F0,1.8305998707,0
IV,1999,43F1,0,0
IV,1999,43F2,0,0
IV,1999,43F3,0,0
IV,1999,43F4,302.937925,0
IV,1999,43F5,6.9486031706,0
IV,1999,43F6,3.2229251765,0
IV,1999,43F7,762.12108071,0
IV,1999,43F8,2354.6991618,4
IV,1999,43F9,235.42420699,1
IV,1999,43G0,2128.3726724,6
IV,1999,43G1,1647.0379624,4
IV,1999,43G2,0,0
IV,1999,44E6,0,0
IV,1999,44E7,0,0
IV,1999,44E8,0,0
IV,1999,44E9,0,0
IV,1999,44F0,0,0
IV,1999,44F1,0,0
IV,1999,44F2,0,0
IV,1999,44F3,0,0
IV,1999,44F4,0,0
IV,1999,44F5,0,0
IV,1999,44F8,88.119278412,0
IV,1999,44F9,2645.769617,1
IV,1999,44G0,7090.6639516,22
IV,1999,44G1,890.35688387,2
IV,1999,45E6,0,0
IV,1999,45E7,0,0
IV,1999,45E8,0,0
IV,1999,45E9,12.092220102,0
IV,1999,45F0,435.33938889,0
IV,1999,45F1,23.494065185,0
IV,1999,45F2,0,0
IV,1999,45F3,0,0
IV,1999,45F4,0,0
IV,1999,45F9,14.113399757,0
IV,1999,45G0,0,1
IV,1999,45G1,0,0
IV,1999,46E6,0,0
IV,1999,46E7,0,0
IV,1999,46E8,0,0
IV,1999,46E9,57.489917879,0
IV,1999,46F0,234.4733843,0
IV,1999,46F1,0.1094856723,0
IV,1999,46F2,0,0
IV,1999,46F3,0,0
IV,1999,46G1,0,0
IV,1999,47E6,0,0
IV,1999,47E7,0,0
IV,1999,47E8,0,0
IV,1999,47E9,28.126094371,0
IV,1999,47F0,0.0348512923,0
IV,1999,47F1,0,0
IV,1999,47F2,0,0
IV,1999,47F3,0,0
IV,1999,48E6,0,0
IV,1999,48E7,0,0
IV,1999,48E8,0,0
IV,1999,48E9,0,0
IV,1999,48F0,0,0
IV,1999,48F1,0,0
IV,1999,48F2,0,0
IV,1999,48F3,0,0
IV,1999,49E6,0,0
IV,1999,49E7,0,0
IV,1999,49E8,0,0
IV,1999,49E9,0,0
IV,1999,49F0,1.2999025858,0
IV,1999,49F1,0.4181104463,0
IV,1999,49F2,0,0
IV,1999,49F3,0,0
IV,1999,50E6,0,0
IV,1999,50E7,0,0
IV,1999,50E8,0,0
IV,1999,50E9,0,0
IV,1999,50F0,0.0451257883,0
IV,1999,50F1,0,0
IV,1999,50F2,0,0
IV,1999,50F3,0,0
IV,1999,51E6,0,0
IV,1999,51E7,0,0
IV,1999,51E8,0,0
IV,1999,51E9,0,0
IV,1999,51F0,0,0
IV,1999,51F1,0,0
IV,1999,51F2,0,0
IV,1999,51F3,0,0
IV,1999,52E6,0,0
IV,1999,52E7,0,0
IV,1999,52E8,0,0
IV,1999,52E9,0,0
IV,1999,52F0,0,0
IV,1999,52F1,0,0
IV,1999,52F2,0,0
IV,1999,52F3,0,0
IV,2000,31F1,0,0
IV,2000,31F2,913.67944236,0
IV,2000,31F3,0,0
IV,2000,32F0,0,0
IV,2000,32F1,0,0
IV,2000,32F2,1361.7334265,0
IV,2000,32F3,199.08463784,0
IV,2000,33F1,0,0
IV,2000,33F2,239.24967177,0
IV,2000,33F3,2379.0767027,0
IV,2000,33F4,8.2307059492,0
IV,2000,33F5,0,0
IV,2000,34F0,0,0
IV,2000,34F1,0.5882713288,0
IV,2000,34F2,3128.7378155,0
IV,2000,34F3,1679.0707932,0
IV,2000,34F4,445.53729149,0
IV,2000,34F5,0.0420218928,0
IV,2000,35F0,626.71271056,0
IV,2000,35F1,532.95801849,0
IV,2000,35F2,3692.1688524,0
IV,2000,35F3,14047.698851,7
IV,2000,35F4,636.15305088,0
IV,2000,35F5,0,0
IV,2000,35F6,30.220035224,0
IV,2000,35F7,0,0
IV,2000,36E9,0,0
IV,2000,36F0,0,0
IV,2000,36F1,1891.071701,1
IV,2000,36F2,4606.2554576,0
IV,2000,36F3,4720.6883384,0
IV,2000,36F4,2397.1121916,1
IV,2000,36F5,2501.8000277,0
IV,2000,36F6,938.89299438,0
IV,2000,36F7,342.32518203,0
IV,2000,36F8,2814.0041195,0
IV,2000,36F9,0,0
IV,2000,37E9,0,0
IV,2000,37F0,283.36304884,0
IV,2000,37F1,1131.9497814,1
IV,2000,37F2,10973.745048,0
IV,2000,37F3,4265.2521714,1
IV,2000,37F4,14700.2302,0
IV,2000,37F5,5948.0774957,0
IV,2000,37F6,4083.0198002,3
IV,2000,37F7,9387.4376638,2
IV,2000,37F8,5638.3247243,2
IV,2000,38E8,0,0
IV,2000,38E9,0,0
IV,2000,38F0,32.817683945,0
IV,2000,38F1,481.75268901,0
IV,2000,38F2,172.69385246,0
IV,2000,38F3,5658.7659784,1
IV,2000,38F4,8316.1567037,0
IV,2000,38F5,4110.7280981,0
IV,2000,38F6,8553.1988636,4
IV,2000,38F7,3308.8691656,0
IV,2000,38F8,618.26254662,1
IV,2000,39E8,0,0
IV,2000,39E9,0,0
IV,2000,39F0,16.090794785,0
IV,2000,39F1,168.93235495,0
IV,2000,39F2,151.31364979,0
IV,2000,39F3,1987.5155033,1
IV,2000,39F4,6382.4314843,0
IV,2000,39F5,5785.4684819,2
IV,2000,39F6,10176.919412,1
IV,2000,39F7,18730.946723,11
IV,2000,39F8,790.55159955,0
IV,2000,40E7,0,0
IV,2000,40E8,0,0
IV,2000,40E9,8.8807017564,0
IV,2000,40F0,11.749834831,0
IV,2000,40F1,2.9554528925,0
IV,2000,40F2,0.0189642128,0
IV,2000,40F3,361.53802793,0
IV,2000,40F4,879.57306412,0
IV,2000,40F5,3191.9944134,0
IV,2000,40F6,4340.5370529,0
IV,2000,40F7,109.94405434,0
IV,2000,40F8,4.4057873992,0
IV,2000,41E6,0,0
IV,2000,41E7,0.3753192879,0
IV,2000,41E8,11.184283671,0
IV,2000,41E9,0,0
IV,2000,41F0,0.1349620655,0
IV,2000,41F1,0.4439603183,0
IV,2000,41F2,0.1873847404,0
IV,2000,41F3,28.945474253,0
IV,2000,41F4,3.7132803813,0
IV,2000,41F5,1674.9194403,0
IV,2000,41F6,5940.1395031,2
IV,2000,41F7,271.93091627,0
IV,2000,41F8,194.27365778,0
IV,2000,41G0,4.9885965694,1
IV,2000,41G1,8.0102565101,2
IV,2000,41G2,0,3
IV,2000,42E7,0,0
IV,2000,42E8,0,0
IV,2000,42E9,0,0
IV,2000,42F0,0,0
IV,2000,42F1,0,0
IV,2000,42F2,0,0
IV,2000,42F3,0,0
IV,2000,42F4,0.0099542625,0
IV,2000,42F5,6.3082596245,0
IV,2000,42F6,961.8616841,0
IV,2000,42F7,884.051625,1
IV,2000,42F8,140.7801057,0
IV,2000,42G0,111.99704976,0
IV,2000,42G1,64.353659427,0
IV,2000,42G2,0,0
IV,2000,43E7,0,0
IV,2000,43E8,0,0
IV,2000,43E9,14.762917146,0
IV,2000,43F0,15.916317905,0
IV,2000,43F1,0.6023095244,0
IV,2000,43F2,0,0
IV,2000,43F3,0,0
IV,2000,43F4,0,0
IV,2000,43F5,289.98272301,0
IV,2000,43F6,298.38895725,1
IV,2000,43F7,817.93668878,0
IV,2000,43F8,2733.2652411,2
IV,2000,43F9,2.0737064093,1
IV,2000,43G0,2064.9749912,5
IV,2000,43G1,738.59729415,3
IV,2000,43G2,0,0
IV,2000,44E6,0,0
IV,2000,44E7,0,0
IV,2000,44E8,0,0
IV,2000,44E9,0,0
IV,2000,44F0,0.2738933356,0
IV,2000,44F1,0,0
IV,2000,44F2,0,0
IV,2000,44F3,0,0
IV,2000,44F4,0,0
IV,2000,44F5,0.0178108891,0
IV,2000,44F8,24.206288502,0
IV,2000,44F9,1728.737609,1
IV,2000,44G0,5786.5373665,16
IV,2000,44G1,180.0589003,1
IV,2000,45E6,0,0
IV,2000,45E7,0,0
IV,2000,45E8,0,0
IV,2000,45E9,0.1472884436,0
IV,2000,45F0,32.110201729,0
IV,2000,45F1,2.1408443158,0
IV,2000,45F2,0,0
IV,2000,45F3,0.0220558447,0
IV,2000,45F4,0.0407968506,0
IV,2000,45F9,46.992401799,0
IV,2000,45G0,0,0
IV,2000,45G1,0,0
IV,2000,46E6,0,0
IV,2000,46E7,0,0
IV,2000,46E8,0,0
IV,2000,46E9,0.2903742001,0
IV,2000,46F0,10.443591307,0
IV,2000,46F1,0,0
IV,2000,46F2,0,0
IV,2000,46F3,0,0
IV,2000,46G1,0,0
IV,2000,47E6,0,0
IV,2000,47E7,0,0
IV,2000,47E8,0,0
IV,2000,47E9,0,0
IV,2000,47F0,3.3648737792,0
IV,2000,47F1,0,0
IV,2000,47F2,0,0
IV,2000,47F3,0,0
IV,2000,48E6,0,0
IV,2000,48E7,0,0
IV,2000,48E8,0,0
IV,2000,48E9,0,0
IV,2000,48F0,0,0
IV,2000,48F1,0,0
IV,2000,48F2,0,0
IV,2000,48F3,0,0
IV,2000,49E6,0,0
IV,2000,49E7,0,0
IV,2000,49E8,0,0
IV,2000,49E9,0,0
IV,2000,49F0,0,0
IV,2000,49F1,0,0
IV,2000,49F2,0,0
IV,2000,49F3,0,0
IV,2000,50E6,0,0
IV,2000,50E7,0,0
IV,2000,50E8,0,0
IV,2000,50E9,0,0
IV,2000,50F0,0,0
IV,2000,50F1,0,0
IV,2000,50F2,0,0
IV,2000,50F3,0,0
IV,2000,51E6,0,0
IV,2000,51E7,0,0
IV,2000,51E8,0,0
IV,2000,51E9,0,0
IV,2000,51F0,0,0
IV,2000,51F1,0,0
IV,2000,51F2,0,0
IV,2000,51F3,0,0
IV,2000,52E6,0,0
IV,2000,52E7,0,0
IV,2000,52E8,0,0
IV,2000,52E9,0,0
IV,2000,52F0,0,0
IV,2000,52F1,0,0
IV,2000,52F2,0,0
IV,2000,52F3,0,0
IV,2001,31F1,0,0
IV,2001,31F2,0,0
IV,2001,31F3,0,0
IV,2001,32F0,0,0
IV,2001,32F1,0,0
IV,2001,32F2,0,0
IV,2001,32F3,0,0
IV,2001,33F1,0,0
IV,2001,33F2,3694.0032451,1
IV,2001,33F3,284.12128024,0
IV,2001,33F4,2.9803707076,0
IV,2001,33F5,0,0
IV,2001,34F0,0,0
IV,2001,34F1,739.75083497,0
IV,2001,34F2,6231.1383945,1
IV,2001,34F3,2674.2961384,0
IV,2001,34F4,1998.302882,0
IV,2001,34F5,0,0
IV,2001,35F0,0,0
IV,2001,35F1,399.18190998,0
IV,2001,35F2,5343.8981501,2
IV,2001,35F3,9653.767445,0
IV,2001,35F4,674.44113962,1
IV,2001,35F5,1017.4438235,0
IV,2001,35F6,65.93135438,0
IV,2001,35F7,0,0
IV,2001,36E9,0,0
IV,2001,36F0,2.1461788137,0
IV,2001,36F1,30.354060369,0
IV,2001,36F2,2947.51197,1
IV,2001,36F3,18881.060633,4
IV,2001,36F4,3785.1418216,0
IV,2001,36F5,544.39129415,0
IV,2001,36F6,1501.1945891,0
IV,2001,36F7,1912.6870645,1
IV,2001,36F8,728.07848297,0
IV,2001,36F9,0,0
IV,2001,37E9,0,0
IV,2001,37F0,37.430169467,0
IV,2001,37F1,507.50838346,0
IV,2001,37F2,7400.3927697,0
IV,2001,37F3,14217.870662,2
IV,2001,37F4,13369.398613,4
IV,2001,37F5,2858.1276902,0
IV,2001,37F6,48.50408959,0
IV,2001,37F7,293.25648468,0
IV,2001,37F8,315.99546492,0
IV,2001,38E8,0,0
IV,2001,38E9,0,0
IV,2001,38F0,251.78837159,0
IV,2001,38F1,77.627234562,0
IV,2001,38F2,423.60149363,0
IV,2001,38F3,8337.677424,0
IV,2001,38F4,10764.397631,0
IV,2001,38F5,2432.3890666,0
IV,2001,38F6,342.52639684,0
IV,2001,38F7,471.54593307,0
IV,2001,38F8,125.759662,0
IV,2001,39E8,0,0
IV,2001,39E9,0.7104996826,0
IV,2001,39F0,15.006613355,0
IV,2001,39F1,251.36889572,0
IV,2001,39F2,89.273413169,0
IV,2001,39F3,1476.114609,1
IV,2001,39F4,9886.2985185,0
IV,2001,39F5,3626.187192,0
IV,2001,39F6,759.52797219,0
IV,2001,39F7,10216.035289,3
IV,2001,39F8,234.45271479,0
IV,2001,40E7,0,0
IV,2001,40E8,0,0
IV,2001,40E9,1.6829137884,0
IV,2001,40F0,0.4701047308,0
IV,2001,40F1,219.1302854,0
IV,2001,40F2,101.67509826,0
IV,2001,40F3,108.82768341,0
IV,2001,40F4,4346.5388908,0
IV,2001,40F5,6747.2571721,0
IV,2001,40F6,3471.1982884,0
IV,2001,40F7,343.49037033,1
IV,2001,40F8,4.1838744804,0
IV,2001,41E6,0,0
IV,2001,41E7,0,0
IV,2001,41E8,92.207394204,0
IV,2001,41E9,2.2942612098,0
IV,2001,41F0,77.191943527,0
IV,2001,41F1,55.250808523,0
IV,2001,41F2,93.417529995,0
IV,2001,41F3,171.45262519,0
IV,2001,41F4,627.56592684,0
IV,2001,41F5,2396.3001248,0
IV,2001,41F6,1255.6542353,0
IV,2001,41F7,320.79927379,0
IV,2001,41F8,28.360573392,0
IV,2001,41G0,109.69389221,2
IV,2001,41G1,161.1541187,0
IV,2001,41G2,7.5849534211,1
IV,2001,42E7,0,0
IV,2001,42E8,0,0
IV,2001,42E9,0,0
IV,2001,42F0,0,0
IV,2001,42F1,0,0
IV,2001,42F2,0,0
IV,2001,42F3,0.0111496159,0
IV,2001,42F4,0.0441414876,0
IV,2001,42F5,7.3773172662,0
IV,2001,42F6,373.81048093,0
IV,2001,42F7,2114.1793884,0
IV,2001,42F8,19.945476965,0
IV,2001,42G0,805.50893039,6
IV,2001,42G1,286.93134174,1
IV,2001,42G2,6.3196132497,0
IV,2001,43E7,0,0
IV,2001,43E8,0,0
IV,2001,43E9,0,0
IV,2001,43F0,0,0
IV,2001,43F1,0,0
IV,2001,43F2,0,0
IV,2001,43F3,0,0
IV,2001,43F4,0.0200211789,0
IV,2001,43F5,0.7918458823,0
IV,2001,43F6,90.180011964,0
IV,2001,43F7,317.67318632,0
IV,2001,43F8,2345.375496,5
IV,2001,43F9,337.66683595,0
IV,2001,43G0,3419.3668266,7
IV,2001,43G1,1833.732722,2
IV,2001,43G2,0,0
IV,2001,44E6,0,0
IV,2001,44E7,0,0
IV,2001,44E8,0,0
IV,2001,44E9,0,0
IV,2001,44F0,0.9306091264,0
IV,2001,44F1,0,0
IV,2001,44F2,0,0
IV,2001,44F3,0,0
IV,2001,44F4,0.0227421272,0
IV,2001,44F5,0,0
IV,2001,44F8,10.712476786,0
IV,2001,44F9,2601.9906066,0
IV,2001,44G0,10241.053132,21
IV,2001,44G1,1675.4342372,1
IV,2001,45E6,0,0
IV,2001,45E7,0,0
IV,2001,45E8,0,0
IV,2001,45E9,0.9556847751,0
IV,2001,45F0,76.234552879,0
IV,2001,45F1,3.306707433,0
IV,2001,45F2,0,0
IV,2001,45F3,0,0
IV,2001,45F4,0,0
IV,2001,45F9,0.2171397401,0
IV,2001,45G0,0,0
IV,2001,45G1,0,0
IV,2001,46E6,0,0
IV,2001,46E7,0,0
IV,2001,46E8,0,0
IV,2001,46E9,3.6296031849,0
IV,2001,46F0,23.915744735,0
IV,2001,46F1,0,0
IV,2001,46F2,0,0
IV,2001,46F3,0,0
IV,2001,46G1,0,0
IV,2001,47E6,0,0
IV,2001,47E7,0,0
IV,2001,47E8,0,0
IV,2001,47E9,0,0
IV,2001,47F0,12.416498298,0
IV,2001,47F1,0,0
IV,2001,47F2,0,0
IV,2001,47F3,0,0
IV,2001,48E6,0,0
IV,2001,48E7,0,0
IV,2001,48E8,0,0
IV,2001,48E9,0,0
IV,2001,48F0,0,0
IV,2001,48F1,0,0
IV,2001,48F2,0,0
IV,2001,48F3,0,0
IV,2001,49E6,0,0
IV,2001,49E7,0,0
IV,2001,49E8,0,0
IV,2001,49E9,0,0
IV,2001,49F0,0,0
IV,2001,49F1,0,0
IV,2001,49F2,0,0
IV,2001,49F3,0,0
IV,2001,50E6,0,0
IV,2001,50E7,0,0
IV,2001,50E8,0,0
IV,2001,50E9,0,0
IV,2001,50F0,0,0
IV,2001,50F1,0,0
IV,2001,50F2,0,0
IV,2001,50F3,0,0
IV,2001,51E6,0,0
IV,2001,51E7,0,0
IV,2001,51E8,0,0
IV,2001,51E9,0,0
IV,2001,51F0,0,0
IV,2001,51F1,0,0
IV,2001,51F2,0,0
IV,2001,51F3,0,0
IV,2001,51F4,4.2668156158,
IV,2001,52E6,0,0
IV,2001,52E7,0,0
IV,2001,52E8,0,0
IV,2001,52E9,0,0
IV,2001,52F0,0,0
IV,2001,52F1,0,0
IV,2001,52F2,0,0
IV,2001,52F3,0,0
IV,2002,31F1,0,0
IV,2002,31F2,0,0
IV,2002,31F3,0,0
IV,2002,32F0,0,0
IV,2002,32F1,0,0
IV,2002,32F2,0,0
IV,2002,32F3,62.609167523,0
IV,2002,33F1,0,0
IV,2002,33F2,231.60264704,0
IV,2002,33F3,0,0
IV,2002,33F4,1248.2337927,1
IV,2002,33F5,0,0
IV,2002,34F0,0,0
IV,2002,34F1,0,0
IV,2002,34F2,1017.9968306,0
IV,2002,34F3,229.47206088,0
IV,2002,34F4,1229.4442594,0
IV,2002,34F5,0,0
IV,2002,35F0,0,0
IV,2002,35F1,99.743479512,0
IV,2002,35F2,1329.6041405,0
IV,2002,35F3,8219.9591622,4
IV,2002,35F4,1265.0624999,0
IV,2002,35F5,300.61441277,0
IV,2002,35F6,0.0135572109,0
IV,2002,35F7,0,0
IV,2002,36E9,0,0
IV,2002,36F0,0.1922328427,0
IV,2002,36F1,66.692728521,0
IV,2002,36F2,1261.0368205,0
IV,2002,36F3,3424.9440986,0
IV,2002,36F4,805.5680658,0
IV,2002,36F5,699.14502852,1
IV,2002,36F6,174.27746316,0
IV,2002,36F7,0.7403914139,0
IV,2002,36F8,64.940570161,0
IV,2002,36F9,0,0
IV,2002,37E9,0,0
IV,2002,37F0,4.8903666104,1
IV,2002,37F1,674.4816057,0
IV,2002,37F2,13469.962141,0
IV,2002,37F3,15037.258138,3
IV,2002,37F4,16030.304476,4
IV,2002,37F5,5341.6853706,1
IV,2002,37F6,1592.1887712,0
IV,2002,37F7,1911.6683197,2
IV,2002,37F8,3090.6627755,2
IV,2002,38E8,0,0
IV,2002,38E9,0,0
IV,2002,38F0,1.098585943,0
IV,2002,38F1,426.83488814,0
IV,2002,38F2,838.80478188,1
IV,2002,38F3,5175.1311182,1
IV,2002,38F4,11569.768586,1
IV,2002,38F5,3395.5598895,0
IV,2002,38F6,4902.4053213,3
IV,2002,38F7,1123.5348553,0
IV,2002,38F8,41.978932102,0
IV,2002,39E8,0,0
IV,2002,39E9,0,0
IV,2002,39F0,2.1181694228,0
IV,2002,39F1,19.726484452,0
IV,2002,39F2,158.06186271,0
IV,2002,39F3,1011.6693674,0
IV,2002,39F4,4795.2158611,0
IV,2002,39F5,7466.6554043,3
IV,2002,39F6,6471.6864083,2
IV,2002,39F7,3159.3619734,5
IV,2002,39F8,92.636671303,0
IV,2002,40E7,0,0
IV,2002,40E8,0,0
IV,2002,40E9,0,0
IV,2002,40F0,0.0730970526,0
IV,2002,40F1,0.2767747674,0
IV,2002,40F2,0.3717371692,0
IV,2002,40F3,87.12237765,0
IV,2002,40F4,213.23582217,0
IV,2002,40F5,4600.1116865,2
IV,2002,40F6,5614.8827664,1
IV,2002,40F7,592.39616171,2
IV,2002,40F8,5.6382448865,0
IV,2002,41E6,0,0
IV,2002,41E7,0,0
IV,2002,41E8,0.3182398061,0
IV,2002,41E9,0,0
IV,2002,41F0,0,0
IV,2002,41F1,0.0021806734,0
IV,2002,41F2,0,0
IV,2002,41F3,34.382454925,0
IV,2002,41F4,0.2425033982,0
IV,2002,41F5,2180.5563493,0
IV,2002,41F6,2742.499608,1
IV,2002,41F7,90.753448066,1
IV,2002,41F8,1.2443787709,0
IV,2002,41G0,296.10838765,1
IV,2002,41G1,1209.0246595,3
IV,2002,41G2,21.720737603,0
IV,2002,42E7,0,0
IV,2002,42E8,0,0
IV,2002,42E9,0,0
IV,2002,42F0,0,0
IV,2002,42F1,0,0
IV,2002,42F2,0,0
IV,2002,42F3,0.0015495067,0
IV,2002,42F4,0.0588929546,0
IV,2002,42F5,3.3905865046,0
IV,2002,42F6,215.03501393,0
IV,2002,42F7,38.266612639,0
IV,2002,42F8,7.4982061231,0
IV,2002,42G0,532.02201625,1
IV,2002,42G1,1390.4415962,4
IV,2002,42G2,25.727551817,0
IV,2002,43E7,0,0
IV,2002,43E8,0,0
IV,2002,43E9,0,0
IV,2002,43F0,0,0
IV,2002,43F1,0,0
IV,2002,43F2,0,0
IV,2002,43F3,0.006637263,0
IV,2002,43F4,0.1779850152,0
IV,2002,43F5,0.417987215,0
IV,2002,43F6,38.236284537,0
IV,2002,43F7,103.30105589,0
IV,2002,43F8,270.07299471,1
IV,2002,43F9,121.77425822,0
IV,2002,43G0,1549.4003759,3
IV,2002,43G1,1214.9893538,3
IV,2002,43G2,0,0
IV,2002,44E6,0,0
IV,2002,44E7,0,0
IV,2002,44E8,0,0
IV,2002,44E9,0,0
IV,2002,44F0,0.018787035,0
IV,2002,44F1,0,0
IV,2002,44F2,0,0
IV,2002,44F3,0,1
IV,2002,44F4,0,0
IV,2002,44F5,0.0132771692,0
IV,2002,44F8,187.42955562,0
IV,2002,44F9,1086.5289259,3
IV,2002,44G0,5484.1992246,22
IV,2002,44G1,615.46354638,0
IV,2002,45E6,0,0
IV,2002,45E7,0,0
IV,2002,45E8,0,0
IV,2002,45E9,0,0
IV,2002,45F0,1180.4643506,0
IV,2002,45F1,0.0467346783,0
IV,2002,45F2,0,0
IV,2002,45F3,0,0
IV,2002,45F4,0,0
IV,2002,45F9,6.2179233532,0
IV,2002,45G0,0,0
IV,2002,45G1,0,0
IV,2002,46E6,0,0
IV,2002,46E7,0,0
IV,2002,46E8,0,0
IV,2002,46E9,0.0109482423,0
IV,2002,46F0,0.3795362182,0
IV,2002,46F1,0.0242343281,0
IV,2002,46F2,0,0
IV,2002,46F3,0,0
IV,2002,46G1,0,0
IV,2002,47E6,0,0
IV,2002,47E7,0,0
IV,2002,47E8,0,0
IV,2002,47E9,0.1085591211,0
IV,2002,47F0,0.0544000003,0
IV,2002,47F1,0.0148874341,0
IV,2002,47F2,0,0
IV,2002,47F3,0,0
IV,2002,48E6,0,0
IV,2002,48E7,0,0
IV,2002,48E8,0,0
IV,2002,48E9,0,0
IV,2002,48F0,0,0
IV,2002,48F1,0,0
IV,2002,48F2,0,0
IV,2002,48F3,0,0
IV,2002,49E6,0,0
IV,2002,49E7,0,0
IV,2002,49E8,0,0
IV,2002,49E9,0,0
IV,2002,49F0,0,0
IV,2002,49F1,0,0
IV,2002,49F2,0,0
IV,2002,49F3,0,0
IV,2002,50E6,0,0
IV,2002,50E7,0,0
IV,2002,50E8,0,0
IV,2002,50E9,0,0
IV,2002,50F0,0,0
IV,2002,50F1,0,0
IV,2002,50F2,0,0
IV,2002,50F3,0,0
IV,2002,51E6,0,0
IV,2002,51E7,0,0
IV,2002,51E8,0,0
IV,2002,51E9,0,0
IV,2002,51F0,0,0
IV,2002,51F1,0,0
IV,2002,51F2,0,0
IV,2002,51F3,0,0
IV,2002,52E6,0,0
IV,2002,52E7,0,0
IV,2002,52E8,0,0
IV,2002,52E9,0,0
IV,2002,52F0,0,0
IV,2002,52F1,0,0
IV,2002,52F2,0,0
IV,2002,52F3,0,0
IV,2003,31F1,0,0
IV,2003,31F2,0,0
IV,2003,31F3,0,0
IV,2003,32F0,0,0
IV,2003,32F1,0,0
IV,2003,32F2,0,0
IV,2003,32F3,0.3004092785,0
IV,2003,33F1,0,0
IV,2003,33F2,46.681604062,0
IV,2003,33F3,0.0994329208,0
IV,2003,33F4,689.85886594,1
IV,2003,33F5,0,0
IV,2003,34F0,0,0
IV,2003,34F1,184.29381977,0
IV,2003,34F2,820.17446894,0
IV,2003,34F3,1153.542359,1
IV,2003,34F4,1386.8868566,1
IV,2003,34F5,0,0
IV,2003,35F0,0,0
IV,2003,35F1,1875.5406891,0
IV,2003,35F2,2172.3277327,1
IV,2003,35F3,9133.1029282,7
IV,2003,35F4,4688.6964151,1
IV,2003,35F5,922.82654447,0
IV,2003,35F6,0.0581803565,0
IV,2003,35F7,0,0
IV,2003,36E9,0,0
IV,2003,36F0,0,0
IV,2003,36F1,13.242031391,0
IV,2003,36F2,7416.6765585,3
IV,2003,36F3,5646.6943671,3
IV,2003,36F4,1198.732074,1
IV,2003,36F5,4394.6390491,0
IV,2003,36F6,1294.0118328,0
IV,2003,36F7,237.55488745,0
IV,2003,36F8,247.26709596,0
IV,2003,36F9,0,0
IV,2003,37E9,0,0
IV,2003,37F0,0.0904700143,0
IV,2003,37F1,1714.7384882,0
IV,2003,37F2,12614.127106,2
IV,2003,37F3,16545.952041,0
IV,2003,37F4,21693.590477,1
IV,2003,37F5,3665.5453878,1
IV,2003,37F6,1546.5705335,0
IV,2003,37F7,1962.2306323,0
IV,2003,37F8,1590.5567856,1
IV,2003,38E8,0,0
IV,2003,38E9,0,0
IV,2003,38F0,0.4258577603,0
IV,2003,38F1,7.0933436188,0
IV,2003,38F2,705.83525075,0
IV,2003,38F3,7947.9726065,0
IV,2003,38F4,24936.997266,5
IV,2003,38F5,6414.1444506,1
IV,2003,38F6,4373.7505667,0
IV,2003,38F7,394.9864838,2
IV,2003,38F8,36.404968978,0
IV,2003,39E8,0,0
